PHYLUM,CLASS,ORDER,SPECIES
Arthropoda,Diplopoda,Polydesmida,Polydesmus angustus
Arthropoda,Diplopoda,Julida,Leptoiulus helveticus
Arthropoda,Diplopoda,Julida,Leptoiulus montivagus
Arthropoda,Diplopoda,Chordeumatida,Oroposoma granitivagum
Arthropoda,Diplopoda,Chordeumatida,Pyrgocyphosoma dentatum
Arthropoda,Diplopoda,Chordeumatida,Oroposoma ticinense
Arthropoda,Diplopoda,Chordeumatida,Rothenbuehleria minima
Arthropoda,Diplopoda,Chordeumatida,Melogona gallica
Arthropoda,Diplopoda,Polydesmida,Polydesmus fanzagoi
Arthropoda,Diplopoda,Chordeumatida,Janetschekella valesiaca
Arthropoda,Diplopoda,Julida,Choneiulus palmatus
Arthropoda,Diplopoda,Julida,Nemasoma varicorne
Arthropoda,Arachnida,Araneae,Alopecosa pulverulenta
Arthropoda,Arachnida,Araneae,Alopecosa sulzeri
Arthropoda,Arachnida,Araneae,Alopecosa striatipes
Arthropoda,Arachnida,Araneae,Arctosa alpigena
Arthropoda,Arachnida,Araneae,Arctosa cinerea
Arthropoda,Arachnida,Araneae,Alopecosa cuneata
Arthropoda,Arachnida,Araneae,Synageles venator
Arthropoda,Arachnida,Araneae,Synageles hilarulus
Arthropoda,Arachnida,Araneae,Oxyopes ramosus
Arthropoda,Arachnida,Araneae,Acantholycosa pedestris
Arthropoda,Arachnida,Araneae,Alopecosa aculeata
Arthropoda,Arachnida,Araneae,Oxyopes lineatus
Tracheophyta,Angiospermae,Dipsacales,Scabiosa velenovskyana
Tracheophyta,Angiospermae,Myrtales,Oenothera stucchii
Tracheophyta,Angiospermae,Rosales,Rhamnus alaternus
Tracheophyta,Angiospermae,Caryophyllales,Atriplex oblongifolia
Arthropoda,Arachnida,Araneae,Ozyptila claveata
Arthropoda,Arachnida,Araneae,Xysticus lanio
Arthropoda,Arachnida,Araneae,Talavera aequipes
Arthropoda,Arachnida,Araneae,Heliophanus tribulosus
Arthropoda,Arachnida,Araneae,Calositticus rupicola
Arthropoda,Arachnida,Araneae,Heliophanus aeneus
Arthropoda,Arachnida,Araneae,Stemonyphantes lineatus
Arthropoda,Arachnida,Araneae,Tallusia experta
Arthropoda,Arachnida,Araneae,Pardosa proxima
Arthropoda,Arachnida,Araneae,Dolomedes fimbriatus
Arthropoda,Arachnida,Araneae,Agroeca cuprea
Arthropoda,Arachnida,Araneae,Micaria alpina
Arthropoda,Arachnida,Araneae,Zelotes apricorum
Arthropoda,Arachnida,Araneae,Zelotes petrensis
Arthropoda,Arachnida,Araneae,Philodromus rufus
Arthropoda,Arachnida,Araneae,Tapinopa longidens
Arthropoda,Arachnida,Araneae,Bathyphantes parvulus
Arthropoda,Arachnida,Araneae,Erigone autumnalis
Arthropoda,Arachnida,Araneae,Haplodrassus moderatus
Arthropoda,Arachnida,Araneae,Porrhoclubiona genevensis
Arthropoda,Arachnida,Araneae,Synaphosus sauvage
Arthropoda,Arachnida,Araneae,Gnaphosa montana
Arthropoda,Arachnida,Araneae,Titanoeca tristis
Arthropoda,Arachnida,Araneae,Entelecara flavipes
Tracheophyta,Angiospermae,Saxifragales,Saxifraga petraea
Arthropoda,Arachnida,Araneae,Agyneta rurestris
Arthropoda,Arachnida,Araneae,Mansuphantes pseudoarciger
Arthropoda,Arachnida,Araneae,Tenuiphantes zimmermanni
Arthropoda,Arachnida,Araneae,Linyphia triangularis
Arthropoda,Arachnida,Araneae,Macrargus carpenteri
Arthropoda,Arachnida,Araneae,Macrargus rufus
Arthropoda,Arachnida,Araneae,Agyneta affinis
Arthropoda,Arachnida,Araneae,Agyneta gulosa
Arthropoda,Arachnida,Araneae,Agyneta mollis
Arthropoda,Arachnida,Araneae,Mughiphantes pulcher
Arthropoda,Arachnida,Araneae,Mansuphantes simoni
Arthropoda,Arachnida,Araneae,Agyneta fuscipalpa
Arthropoda,Arachnida,Araneae,Mughiphantes variabilis
Arthropoda,Arachnida,Araneae,Agyneta innotabilis
Arthropoda,Arachnida,Araneae,Agyneta nigripes
Arthropoda,Arachnida,Araneae,Agyneta ressli
Arthropoda,Arachnida,Araneae,Agyneta saxatilis
Arthropoda,Arachnida,Araneae,Agyneta simplicitarsis
Tracheophyta,Angiospermae,Fabales,Ononis minutissima
Tracheophyta,Pteridophyta,Polypodiales,Cyrtomium falcatum
Tracheophyta,Angiospermae,Asterales,Centaurea diffusa
Arthropoda,Arachnida,Araneae,Neriene clathrata
Arthropoda,Arachnida,Araneae,Asthenargus paganus
Arthropoda,Arachnida,Araneae,Caracladus avicula
Arthropoda,Arachnida,Araneae,Ceratinella scabrosa
Arthropoda,Arachnida,Araneae,Cnephalocotes obscurus
Arthropoda,Arachnida,Araneae,Microlinyphia impigra
Arthropoda,Arachnida,Araneae,Microlinyphia pusilla
Arthropoda,Arachnida,Araneae,Microneta viaria
Arthropoda,Arachnida,Araneae,Diplocephalus helleri
Arthropoda,Arachnida,Araneae,Dismodicus elevatus
Arthropoda,Arachnida,Araneae,Hilaira excisa
Arthropoda,Arachnida,Araneae,Neriene furtiva
Arthropoda,Arachnida,Araneae,Oreonetides glacialis
Arthropoda,Diplopoda,Chordeumatida,Chordeuma sylvestre
Arthropoda,Diplopoda,Chordeumatida,Orthochordeumella pallida
Arthropoda,Diplopoda,Julida,Hypsoiulus alpivagus
Arthropoda,Arachnida,Araneae,Alopecosa albofasciata
Arthropoda,Arachnida,Araneae,Pardosa mixta
Arthropoda,Diplopoda,Julida,Leptoiulus bertkaui
Arthropoda,Diplopoda,Julida,Leptoiulus belgicus
Arthropoda,Diplopoda,Julida,Brachyiulus pusillus
Arthropoda,Diplopoda,Julida,Ommatoiulus rutilans
Arthropoda,Diplopoda,Julida,Cylindroiulus italicus
Arthropoda,Diplopoda,Julida,Cylindroiulus zinalensis
Arthropoda,Diplopoda,Julida,Allajulus nitidus
Arthropoda,Diplopoda,Polydesmida,Brachydesmus superus
Arthropoda,Diplopoda,Glomerida,Glomeris valesiaca
Arthropoda,Diplopoda,Julida,Cylindroiulus generosensis
Arthropoda,Diplopoda,Julida,Cylindroiulus truncorum
Arthropoda,Diplopoda,Julida,Cylindroiulus verhoeffi
Arthropoda,Diplopoda,Chordeumatida,Haasea flavescens
Arthropoda,Diplopoda,Julida,Enantiulus dentigerus
Arthropoda,Diplopoda,Julida,Cylindroiulus meinerti
Arthropoda,Diplopoda,Chordeumatida,Rhymogona serrata
Arthropoda,Arachnida,Araneae,Pardosa saltans
Arthropoda,Arachnida,Araneae,Hylyphantes nigritus
Arthropoda,Arachnida,Araneae,Neriene montana
Arthropoda,Arachnida,Araneae,Pityohyphantes phrygianus
Arthropoda,Arachnida,Araneae,Porrhomma microps
Arthropoda,Arachnida,Araneae,Porrhomma microphthalmum
Arthropoda,Arachnida,Araneae,Porrhomma pallidum
Arthropoda,Arachnida,Araneae,Saaristoa abnormis
Arthropoda,Arachnida,Araneae,Sintula corniger
Arthropoda,Arachnida,Araneae,Ozyptila sanctuaria
Arthropoda,Arachnida,Araneae,Neriene radiata
Arthropoda,Arachnida,Araneae,Lessertinella kulczynskii
Arthropoda,Arachnida,Araneae,Stemonyphantes conspersus
Arthropoda,Arachnida,Araneae,Poeciloneta variegata
Arthropoda,Arachnida,Araneae,Porrhomma convexum
Arthropoda,Arachnida,Araneae,Troglohyphantes caligatus
Arthropoda,Arachnida,Araneae,Porrhomma egeria
Tracheophyta,Angiospermae,Saxifragales,Saxifraga hirsuta
Tracheophyta,Angiospermae,Lamiales,Mimulus moschatus
Tracheophyta,Angiospermae,Asterales,Scorzonera aristata
Arthropoda,Arachnida,Araneae,Xysticus gallicus
Arthropoda,Arachnida,Araneae,Philodromus collinus
Arthropoda,Arachnida,Araneae,Heliophanus auratus
Arthropoda,Arachnida,Araneae,Heliophanus flavipes
Arthropoda,Arachnida,Araneae,Heliophanus patagiatus
Arthropoda,Arachnida,Araneae,Zelotes exiguus
Arthropoda,Arachnida,Araneae,Zelotes gallicus
Arthropoda,Arachnida,Araneae,Zelotes latreillei
Arthropoda,Arachnida,Araneae,Zelotes erebeus
Arthropoda,Arachnida,Araneae,Gnaphosa bicolor
Arthropoda,Arachnida,Araneae,Dysdera crocata
Arthropoda,Arachnida,Araneae,Harpactea hombergi
Arthropoda,Arachnida,Araneae,Scytodes thoracica
Arthropoda,Arachnida,Araneae,Cheiracanthium virescens
Arthropoda,Arachnida,Araneae,Clubiona pallidula
Arthropoda,Arachnida,Araneae,Phrurolithus minimus
Arthropoda,Arachnida,Araneae,Clubiona stagnatilis
Arthropoda,Arachnida,Araneae,Clubiona trivialis
Arthropoda,Arachnida,Araneae,Drassodex lesserti
Arthropoda,Arachnida,Araneae,Xysticus cor
Arthropoda,Arachnida,Araneae,Scotophaeus blackwalli
Arthropoda,Arachnida,Araneae,Zelotes atrocaeruleus
Arthropoda,Arachnida,Araneae,Clubiona corticalis
Arthropoda,Arachnida,Araneae,Clubiona germanica
Arthropoda,Arachnida,Araneae,Segestria bavarica
Arthropoda,Arachnida,Araneae,Rhysodromus histrio
Arthropoda,Arachnida,Araneae,Xysticus lineatus
Arthropoda,Arachnida,Araneae,Drassyllus praeficus
Arthropoda,Arachnida,Araneae,Drassyllus pumilus
Arthropoda,Arachnida,Araneae,Drassyllus pusillus
Arthropoda,Diplopoda,Polydesmida,Polydesmus brevimanus
Arthropoda,Diplopoda,Julida,Blaniulus guttulatus
Arthropoda,Diplopoda,Polyxenida,Polyxenus lagurus
Arthropoda,Diplopoda,Glomerida,Glomeris connexa
Arthropoda,Diplopoda,Glomerida,Glomeris klugii
Arthropoda,Arachnida,Araneae,Zelotes longipes
Arthropoda,Arachnida,Araneae,Drassyllus lutetianus
Arthropoda,Arachnida,Araneae,Zelotes oblongus
Arthropoda,Arachnida,Araneae,Trachyzelotes pedestris
Arthropoda,Diplopoda,Polydesmida,Polydesmus clavator
Arthropoda,Diplopoda,Chordeumatida,Brachychaeteuma bradeae
Arthropoda,Diplopoda,Polydesmida,Polydesmus edentulus
Arthropoda,Diplopoda,Chordeumatida,Dactylophorosoma nivisatelles
Arthropoda,Diplopoda,Chordeumatida,Niphatrogleuma wildbergeri
Arthropoda,Diplopoda,Chordeumatida,Trimerophorella ornata
Arthropoda,Diplopoda,Julida,Unciger foetidus
Tracheophyta,Angiospermae,Poales,Digitaria violascens
Tracheophyta,Angiospermae,Caryophyllales,Silene elisabethae
Tracheophyta,Angiospermae,Rosales,Alchemilla hirtipes
Tracheophyta,Angiospermae,Lamiales,Orobanche amethystea
Arthropoda,Insecta,Orthoptera,Gryllodes sigillatus
Arthropoda,Diplopoda,Glomerida,Glomeris intermedia
